"Cand_ID";"ideology";"Amt";"Cand_name";"party"
"N00001955";"X4000";8000.0;" Ben Cardin (D) ";" D "
"N00001955";"Z1200";5500.0;" Ben Cardin (D) ";" D "
"N00001955";"Z9600";2500.0;" Ben Cardin (D) ";" D "
"N00002097";"A0000";1000.0;" Mark Warner (D) ";" D "
"N00002097";"A1100";20500.0;" Mark Warner (D) ";" D "
"N00002097";"A1300";2000.0;" Mark Warner (D) ";" D "
"N00002097";"A1600";2000.0;" Mark Warner (D) ";" D "
"N00002097";"A2300";2500.0;" Mark Warner (D) ";" D "
"N00002097";"A4200";2500.0;" Mark Warner (D) ";" D "
"N00002097";"B1000";2000.0;" Mark Warner (D) ";" D "
"N00002097";"B4000";1000.0;" Mark Warner (D) ";" D "
"N00002097";"C1100";6000.0;" Mark Warner (D) ";" D "
"N00002097";"C2100";4000.0;" Mark Warner (D) ";" D "
"N00002097";"C2200";1000.0;" Mark Warner (D) ";" D "
"N00002097";"C4100";3500.0;" Mark Warner (D) ";" D "
"N00002097";"C4300";2500.0;" Mark Warner (D) ";" D "
"N00002097";"C4500";0.0;" Mark Warner (D) ";" D "
"N00002097";"C5000";500.0;" Mark Warner (D) ";" D "
"N00002097";"C5100";1000.0;" Mark Warner (D) ";" D "
"N00002097";"C5110";2500.0;" Mark Warner (D) ";" D "
"N00002097";"C5120";2500.0;" Mark Warner (D) ";" D "
"N00002097";"C5130";10000.0;" Mark Warner (D) ";" D "
"N00002097";"C6000";5000.0;" Mark Warner (D) ";" D "
"N00002097";"C6400";6000.0;" Mark Warner (D) ";" D "
"N00002097";"D2000";12000.0;" Mark Warner (D) ";" D "
"N00002097";"D3000";14000.0;" Mark Warner (D) ";" D "
"N00002097";"D4000";1000.0;" Mark Warner (D) ";" D "
"N00002097";"D5000";3000.0;" Mark Warner (D) ";" D "
"N00002097";"D9000";3000.0;" Mark Warner (D) ";" D "
"N00002097";"E1110";1000.0;" Mark Warner (D) ";" D "
"N00002097";"E1140";6000.0;" Mark Warner (D) ";" D "
"N00002097";"E1300";3000.0;" Mark Warner (D) ";" D "
"N00002097";"E1320";10000.0;" Mark Warner (D) ";" D "
"N00002097";"E1600";9500.0;" Mark Warner (D) ";" D "
"N00002097";"E1620";5500.0;" Mark Warner (D) ";" D "
"N00002097";"E1630";3000.0;" Mark Warner (D) ";" D "
"N00002097";"F1000";12500.0;" Mark Warner (D) ";" D "
"N00002097";"F1100";35000.0;" Mark Warner (D) ";" D "
"N00002097";"F1300";2500.0;" Mark Warner (D) ";" D "
"N00002097";"F1400";5000.0;" Mark Warner (D) ";" D "
